lower_tier_local_authorities_code,lower_tier_local_authorities,country_of_birth_8,sex_2,age_10,observation
E09000003,Barnet,Africa,Male,Aged 50 years and over,6732
E09000003,Barnet,Middle East and Asia,Female,Aged 15 years and under,2092
E09000003,Barnet,Middle East and Asia,Female,Aged 16 to 19 years,696
E09000003,Barnet,Middle East and Asia,Female,Aged 20 to 21 years,405
E09000003,Barnet,Middle East and Asia,Female,Aged 22 to 24 years,847
E09000003,Barnet,Middle East and Asia,Female,Aged 25 to 29 years,1786
E09000003,Barnet,Middle East and Asia,Female,Aged 30 to 34 years,2793
E09000003,Barnet,Middle East and Asia,Female,Aged 35 to 39 years,3599
E09000003,Barnet,Middle East and Asia,Female,Aged 40 to 44 years,3427
E09000003,Barnet,Middle East and Asia,Female,Aged 45 to 49 years,3142
E09000003,Barnet,Middle East and Asia,Female,Aged 50 years and over,12802
E09000003,Barnet,Middle East and Asia,Male,Aged 15 years and under,2353
E09000003,Barnet,Middle East and Asia,Male,Aged 16 to 19 years,790
E09000003,Barnet,Middle East and Asia,Male,Aged 20 to 21 years,401
E09000003,Barnet,Middle East and Asia,Male,Aged 22 to 24 years,738
E09000003,Barnet,Middle East and Asia,Male,Aged 25 to 29 years,1627
E09000003,Barnet,Middle East and Asia,Male,Aged 30 to 34 years,2328
E09000003,Barnet,Middle East and Asia,Male,Aged 35 to 39 years,2996
E09000003,Barnet,Middle East and Asia,Male,Aged 40 to 44 years,2960
E09000003,Barnet,Middle East and Asia,Male,Aged 45 to 49 years,3060
E09000003,Barnet,Middle East and Asia,Male,Aged 50 years and over,10771
E09000003,Barnet,The Americas and the Caribbean,Female,Aged 15 years and under,420
E09000003,Barnet,The Americas and the Caribbean,Female,Aged 16 to 19 years,142
E09000003,Barnet,The Americas and the Caribbean,Female,Aged 20 to 21 years,83
E09000003,Barnet,The Americas and the Caribbean,Female,Aged 22 to 24 years,172
E09000003,Barnet,The Americas and the Caribbean,Female,Aged 25 to 29 years,444
E09000003,Barnet,The Americas and the Caribbean,Female,Aged 30 to 34 years,523
E09000003,Barnet,The Americas and the Caribbean,Female,Aged 35 to 39 years,686
E09000003,Barnet,The Americas and the Caribbean,Female,Aged 40 to 44 years,640
E09000003,Barnet,The Americas and the Caribbean,Female,Aged 45 to 49 years,504
E09000003,Barnet,The Americas and the Caribbean,Female,Aged 50 years and over,2216
E09000003,Barnet,The Americas and the Caribbean,Male,Aged 15 years and under,412
E09000003,Barnet,The Americas and the Caribbean,Male,Aged 16 to 19 years,128
E09000003,Barnet,The Americas and the Caribbean,Male,Aged 20 to 21 years,64
E09000003,Barnet,The Americas and the Caribbean,Male,Aged 22 to 24 years,151
E09000003,Barnet,The Americas and the Caribbean,Male,Aged 25 to 29 years,325
E09000003,Barnet,The Americas and the Caribbean,Male,Aged 30 to 34 years,449
E09000003,Barnet,The Americas and the Caribbean,Male,Aged 35 to 39 years,492
E09000003,Barnet,The Americas and the Caribbean,Male,Aged 40 to 44 years,450
E09000003,Barnet,The Americas and the Caribbean,Male,Aged 45 to 49 years,321
E09000003,Barnet,The Americas and the Caribbean,Male,Aged 50 years and over,1364
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,69
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,9
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,8
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,29
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,81
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,97
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,74
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,100
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,84
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,329
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,64
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,14
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,9
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,14
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,40
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,52
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,55
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,90
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,114
E09000003,Barnet,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,248
E09000004,Bexley,Europe: United Kingdom,Female,Aged 15 years and under,23271
E09000004,Bexley,Europe: United Kingdom,Female,Aged 16 to 19 years,4664
E09000004,Bexley,Europe: United Kingdom,Female,Aged 20 to 21 years,2176
E09000004,Bexley,Europe: United Kingdom,Female,Aged 22 to 24 years,3502
E09000004,Bexley,Europe: United Kingdom,Female,Aged 25 to 29 years,5953
E09000004,Bexley,Europe: United Kingdom,Female,Aged 30 to 34 years,6317
E09000004,Bexley,Europe: United Kingdom,Female,Aged 35 to 39 years,5632
E09000004,Bexley,Europe: United Kingdom,Female,Aged 40 to 44 years,5128
E09000004,Bexley,Europe: United Kingdom,Female,Aged 45 to 49 years,5431
E09000004,Bexley,Europe: United Kingdom,Female,Aged 50 years and over,38188
E09000004,Bexley,Europe: United Kingdom,Male,Aged 15 years and under,24187
E09000004,Bexley,Europe: United Kingdom,Male,Aged 16 to 19 years,4873
E09000004,Bexley,Europe: United Kingdom,Male,Aged 20 to 21 years,2252
E09000004,Bexley,Europe: United Kingdom,Male,Aged 22 to 24 years,3466
E09000004,Bexley,Europe: United Kingdom,Male,Aged 25 to 29 years,5770
E09000004,Bexley,Europe: United Kingdom,Male,Aged 30 to 34 years,5842
E09000004,Bexley,Europe: United Kingdom,Male,Aged 35 to 39 years,5169
E09000004,Bexley,Europe: United Kingdom,Male,Aged 40 to 44 years,4939
E09000004,Bexley,Europe: United Kingdom,Male,Aged 45 to 49 years,4999
E09000004,Bexley,Europe: United Kingdom,Male,Aged 50 years and over,32956
E09000004,Bexley,Europe: Ireland,Female,Aged 15 years and under,65
E09000004,Bexley,Europe: Ireland,Female,Aged 16 to 19 years,69
E09000004,Bexley,Europe: Ireland,Female,Aged 20 to 21 years,13
E09000004,Bexley,Europe: Ireland,Female,Aged 22 to 24 years,7
E09000004,Bexley,Europe: Ireland,Female,Aged 25 to 29 years,21
E09000004,Bexley,Europe: Ireland,Female,Aged 30 to 34 years,36
E09000004,Bexley,Europe: Ireland,Female,Aged 35 to 39 years,42
E09000004,Bexley,Europe: Ireland,Female,Aged 40 to 44 years,46
E09000004,Bexley,Europe: Ireland,Female,Aged 45 to 49 years,51
E09000004,Bexley,Europe: Ireland,Female,Aged 50 years and over,744
E09000004,Bexley,Europe: Ireland,Male,Aged 15 years and under,68
E09000004,Bexley,Europe: Ireland,Male,Aged 16 to 19 years,76
E09000004,Bexley,Europe: Ireland,Male,Aged 20 to 21 years,17
E09000004,Bexley,Europe: Ireland,Male,Aged 22 to 24 years,12
E09000004,Bexley,Europe: Ireland,Male,Aged 25 to 29 years,10
E09000004,Bexley,Europe: Ireland,Male,Aged 30 to 34 years,24
E09000004,Bexley,Europe: Ireland,Male,Aged 35 to 39 years,35
E09000004,Bexley,Europe: Ireland,Male,Aged 40 to 44 years,34
E09000004,Bexley,Europe: Ireland,Male,Aged 45 to 49 years,37
E09000004,Bexley,Europe: Ireland,Male,Aged 50 years and over,462
E09000004,Bexley,Europe: Other Europe,Female,Aged 15 years and under,717
E09000004,Bexley,Europe: Other Europe,Female,Aged 16 to 19 years,304
E09000004,Bexley,Europe: Other Europe,Female,Aged 20 to 21 years,170
E09000004,Bexley,Europe: Other Europe,Female,Aged 22 to 24 years,325
E09000004,Bexley,Europe: Other Europe,Female,Aged 25 to 29 years,815
E09000004,Bexley,Europe: Other Europe,Female,Aged 30 to 34 years,1103
E09000004,Bexley,Europe: Other Europe,Female,Aged 35 to 39 years,1351
E09000004,Bexley,Europe: Other Europe,Female,Aged 40 to 44 years,1166
E09000004,Bexley,Europe: Other Europe,Female,Aged 45 to 49 years,744
E09000004,Bexley,Europe: Other Europe,Female,Aged 50 years and over,1716
E09000004,Bexley,Europe: Other Europe,Male,Aged 15 years and under,732
E09000004,Bexley,Europe: Other Europe,Male,Aged 16 to 19 years,345
E09000004,Bexley,Europe: Other Europe,Male,Aged 20 to 21 years,153
E09000004,Bexley,Europe: Other Europe,Male,Aged 22 to 24 years,284
E09000004,Bexley,Europe: Other Europe,Male,Aged 25 to 29 years,589
E09000004,Bexley,Europe: Other Europe,Male,Aged 30 to 34 years,923
E09000004,Bexley,Europe: Other Europe,Male,Aged 35 to 39 years,1174
E09000004,Bexley,Europe: Other Europe,Male,Aged 40 to 44 years,1099
E09000004,Bexley,Europe: Other Europe,Male,Aged 45 to 49 years,729
E09000004,Bexley,Europe: Other Europe,Male,Aged 50 years and over,1466
E09000004,Bexley,Africa,Female,Aged 15 years and under,301
E09000004,Bexley,Africa,Female,Aged 16 to 19 years,166
E09000004,Bexley,Africa,Female,Aged 20 to 21 years,86
E09000004,Bexley,Africa,Female,Aged 22 to 24 years,220
E09000004,Bexley,Africa,Female,Aged 25 to 29 years,464
E09000004,Bexley,Africa,Female,Aged 30 to 34 years,706
E09000004,Bexley,Africa,Female,Aged 35 to 39 years,1091
E09000004,Bexley,Africa,Female,Aged 40 to 44 years,1254
E09000004,Bexley,Africa,Female,Aged 45 to 49 years,1193
E09000004,Bexley,Africa,Female,Aged 50 years and over,3154
E09000004,Bexley,Africa,Male,Aged 15 years and under,257
E09000004,Bexley,Africa,Male,Aged 16 to 19 years,217
E09000004,Bexley,Africa,Male,Aged 20 to 21 years,96
E09000004,Bexley,Africa,Male,Aged 22 to 24 years,192
E09000004,Bexley,Africa,Male,Aged 25 to 29 years,356
E09000004,Bexley,Africa,Male,Aged 30 to 34 years,437
E09000004,Bexley,Africa,Male,Aged 35 to 39 years,686
E09000004,Bexley,Africa,Male,Aged 40 to 44 years,885
E09000004,Bexley,Africa,Male,Aged 45 to 49 years,1027
E09000004,Bexley,Africa,Male,Aged 50 years and over,3273
E09000004,Bexley,Middle East and Asia,Female,Aged 15 years and under,365
E09000004,Bexley,Middle East and Asia,Female,Aged 16 to 19 years,140
E09000004,Bexley,Middle East and Asia,Female,Aged 20 to 21 years,60
E09000004,Bexley,Middle East and Asia,Female,Aged 22 to 24 years,131
E09000004,Bexley,Middle East and Asia,Female,Aged 25 to 29 years,415
E09000004,Bexley,Middle East and Asia,Female,Aged 30 to 34 years,867
E09000004,Bexley,Middle East and Asia,Female,Aged 35 to 39 years,1248
E09000004,Bexley,Middle East and Asia,Female,Aged 40 to 44 years,1076
E09000004,Bexley,Middle East and Asia,Female,Aged 45 to 49 years,689
E09000004,Bexley,Middle East and Asia,Female,Aged 50 years and over,2652
E09000004,Bexley,Middle East and Asia,Male,Aged 15 years and under,429
E09000004,Bexley,Middle East and Asia,Male,Aged 16 to 19 years,177
E09000004,Bexley,Middle East and Asia,Male,Aged 20 to 21 years,64
E09000004,Bexley,Middle East and Asia,Male,Aged 22 to 24 years,138
E09000004,Bexley,Middle East and Asia,Male,Aged 25 to 29 years,278
E09000004,Bexley,Middle East and Asia,Male,Aged 30 to 34 years,588
E09000004,Bexley,Middle East and Asia,Male,Aged 35 to 39 years,950
E09000004,Bexley,Middle East and Asia,Male,Aged 40 to 44 years,1073
E09000004,Bexley,Middle East and Asia,Male,Aged 45 to 49 years,803
E09000004,Bexley,Middle East and Asia,Male,Aged 50 years and over,2449
E09000004,Bexley,The Americas and the Caribbean,Female,Aged 15 years and under,117
E09000004,Bexley,The Americas and the Caribbean,Female,Aged 16 to 19 years,52
E09000004,Bexley,The Americas and the Caribbean,Female,Aged 20 to 21 years,26
E09000004,Bexley,The Americas and the Caribbean,Female,Aged 22 to 24 years,48
E09000004,Bexley,The Americas and the Caribbean,Female,Aged 25 to 29 years,115
E09000004,Bexley,The Americas and the Caribbean,Female,Aged 30 to 34 years,132
E09000004,Bexley,The Americas and the Caribbean,Female,Aged 35 to 39 years,167
E09000004,Bexley,The Americas and the Caribbean,Female,Aged 40 to 44 years,218
E09000004,Bexley,The Americas and the Caribbean,Female,Aged 45 to 49 years,146
E09000004,Bexley,The Americas and the Caribbean,Female,Aged 50 years and over,695
E09000004,Bexley,The Americas and the Caribbean,Male,Aged 15 years and under,112
E09000004,Bexley,The Americas and the Caribbean,Male,Aged 16 to 19 years,39
E09000004,Bexley,The Americas and the Caribbean,Male,Aged 20 to 21 years,21
E09000004,Bexley,The Americas and the Caribbean,Male,Aged 22 to 24 years,32
E09000004,Bexley,The Americas and the Caribbean,Male,Aged 25 to 29 years,75
E09000004,Bexley,The Americas and the Caribbean,Male,Aged 30 to 34 years,100
E09000004,Bexley,The Americas and the Caribbean,Male,Aged 35 to 39 years,110
E09000004,Bexley,The Americas and the Caribbean,Male,Aged 40 to 44 years,149
E09000004,Bexley,The Americas and the Caribbean,Male,Aged 45 to 49 years,92
E09000004,Bexley,The Americas and the Caribbean,Male,Aged 50 years and over,458
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,11
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,1
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,3
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,6
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,8
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,19
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,34
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,30
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,33
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,66
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,13
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,10
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,2
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,5
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,9
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,18
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,22
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,38
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,41
E09000004,Bexley,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,59
E09000005,Brent,Europe: United Kingdom,Female,Aged 15 years and under,26550
E09000005,Brent,Europe: United Kingdom,Female,Aged 16 to 19 years,5373
E09000005,Brent,Europe: United Kingdom,Female,Aged 20 to 21 years,2306
E09000005,Brent,Europe: United Kingdom,Female,Aged 22 to 24 years,3862
E09000005,Brent,Europe: United Kingdom,Female,Aged 25 to 29 years,6050
E09000005,Brent,Europe: United Kingdom,Female,Aged 30 to 34 years,4973
E09000005,Brent,Europe: United Kingdom,Female,Aged 35 to 39 years,3893
E09000005,Brent,Europe: United Kingdom,Female,Aged 40 to 44 years,3466
E09000005,Brent,Europe: United Kingdom,Female,Aged 45 to 49 years,3001
E09000005,Brent,Europe: United Kingdom,Female,Aged 50 years and over,14512
E09000005,Brent,Europe: United Kingdom,Male,Aged 15 years and under,27552
E09000005,Brent,Europe: United Kingdom,Male,Aged 16 to 19 years,5660
E09000005,Brent,Europe: United Kingdom,Male,Aged 20 to 21 years,2424
E09000005,Brent,Europe: United Kingdom,Male,Aged 22 to 24 years,3870
E09000005,Brent,Europe: United Kingdom,Male,Aged 25 to 29 years,6237
E09000005,Brent,Europe: United Kingdom,Male,Aged 30 to 34 years,5167
E09000005,Brent,Europe: United Kingdom,Male,Aged 35 to 39 years,4252
