lower_tier_local_authorities_code,lower_tier_local_authorities,country_of_birth_8,sex_2,age_10,observation
E09000008,Croydon,Europe: United Kingdom,Male,Aged 30 to 34 years,8814
E09000008,Croydon,Europe: United Kingdom,Male,Aged 35 to 39 years,7631
E09000008,Croydon,Europe: United Kingdom,Male,Aged 40 to 44 years,6547
E09000008,Croydon,Europe: United Kingdom,Male,Aged 45 to 49 years,6121
E09000008,Croydon,Europe: United Kingdom,Male,Aged 50 years and over,35697
E09000008,Croydon,Europe: Ireland,Female,Aged 15 years and under,83
E09000008,Croydon,Europe: Ireland,Female,Aged 16 to 19 years,24
E09000008,Croydon,Europe: Ireland,Female,Aged 20 to 21 years,8
E09000008,Croydon,Europe: Ireland,Female,Aged 22 to 24 years,14
E09000008,Croydon,Europe: Ireland,Female,Aged 25 to 29 years,48
E09000008,Croydon,Europe: Ireland,Female,Aged 30 to 34 years,101
E09000008,Croydon,Europe: Ireland,Female,Aged 35 to 39 years,91
E09000008,Croydon,Europe: Ireland,Female,Aged 40 to 44 years,98
E09000008,Croydon,Europe: Ireland,Female,Aged 45 to 49 years,101
E09000008,Croydon,Europe: Ireland,Female,Aged 50 years and over,1271
E09000008,Croydon,Europe: Ireland,Male,Aged 15 years and under,66
E09000008,Croydon,Europe: Ireland,Male,Aged 16 to 19 years,30
E09000008,Croydon,Europe: Ireland,Male,Aged 20 to 21 years,9
E09000008,Croydon,Europe: Ireland,Male,Aged 22 to 24 years,10
E09000008,Croydon,Europe: Ireland,Male,Aged 25 to 29 years,26
E09000008,Croydon,Europe: Ireland,Male,Aged 30 to 34 years,77
E09000008,Croydon,Europe: Ireland,Male,Aged 35 to 39 years,90
E09000008,Croydon,Europe: Ireland,Male,Aged 40 to 44 years,83
E09000008,Croydon,Europe: Ireland,Male,Aged 45 to 49 years,58
E09000008,Croydon,Europe: Ireland,Male,Aged 50 years and over,874
E09000008,Croydon,Europe: Other Europe,Female,Aged 15 years and under,1856
E09000008,Croydon,Europe: Other Europe,Female,Aged 16 to 19 years,736
E09000008,Croydon,Europe: Other Europe,Female,Aged 20 to 21 years,430
E09000008,Croydon,Europe: Other Europe,Female,Aged 22 to 24 years,866
E09000008,Croydon,Europe: Other Europe,Female,Aged 25 to 29 years,2325
E09000008,Croydon,Europe: Other Europe,Female,Aged 30 to 34 years,2848
E09000008,Croydon,Europe: Other Europe,Female,Aged 35 to 39 years,2921
E09000008,Croydon,Europe: Other Europe,Female,Aged 40 to 44 years,2654
E09000008,Croydon,Europe: Other Europe,Female,Aged 45 to 49 years,1753
E09000008,Croydon,Europe: Other Europe,Female,Aged 50 years and over,4391
E09000008,Croydon,Europe: Other Europe,Male,Aged 15 years and under,1884
E09000008,Croydon,Europe: Other Europe,Male,Aged 16 to 19 years,831
E09000008,Croydon,Europe: Other Europe,Male,Aged 20 to 21 years,410
E09000008,Croydon,Europe: Other Europe,Male,Aged 22 to 24 years,828
E09000008,Croydon,Europe: Other Europe,Male,Aged 25 to 29 years,1785
E09000008,Croydon,Europe: Other Europe,Male,Aged 30 to 34 years,2253
E09000008,Croydon,Europe: Other Europe,Male,Aged 35 to 39 years,2434
E09000008,Croydon,Europe: Other Europe,Male,Aged 40 to 44 years,2325
E09000008,Croydon,Europe: Other Europe,Male,Aged 45 to 49 years,1714
E09000008,Croydon,Europe: Other Europe,Male,Aged 50 years and over,3578
E09000008,Croydon,Africa,Female,Aged 15 years and under,444
E09000008,Croydon,Africa,Female,Aged 16 to 19 years,375
E09000008,Croydon,Africa,Female,Aged 20 to 21 years,241
E09000008,Croydon,Africa,Female,Aged 22 to 24 years,421
E09000008,Croydon,Africa,Female,Aged 25 to 29 years,1054
E09000008,Croydon,Africa,Female,Aged 30 to 34 years,1546
E09000008,Croydon,Africa,Female,Aged 35 to 39 years,1963
E09000008,Croydon,Africa,Female,Aged 40 to 44 years,2163
E09000008,Croydon,Africa,Female,Aged 45 to 49 years,2078
E09000008,Croydon,Africa,Female,Aged 50 years and over,8016
E09000008,Croydon,Africa,Male,Aged 15 years and under,443
E09000008,Croydon,Africa,Male,Aged 16 to 19 years,491
E09000008,Croydon,Africa,Male,Aged 20 to 21 years,277
E09000008,Croydon,Africa,Male,Aged 22 to 24 years,396
E09000008,Croydon,Africa,Male,Aged 25 to 29 years,737
E09000008,Croydon,Africa,Male,Aged 30 to 34 years,1069
E09000008,Croydon,Africa,Male,Aged 35 to 39 years,1466
E09000008,Croydon,Africa,Male,Aged 40 to 44 years,1533
E09000008,Croydon,Africa,Male,Aged 45 to 49 years,1635
E09000008,Croydon,Africa,Male,Aged 50 years and over,7355
E09000008,Croydon,Middle East and Asia,Female,Aged 15 years and under,1004
E09000008,Croydon,Middle East and Asia,Female,Aged 16 to 19 years,447
E09000008,Croydon,Middle East and Asia,Female,Aged 20 to 21 years,220
E09000008,Croydon,Middle East and Asia,Female,Aged 22 to 24 years,530
E09000008,Croydon,Middle East and Asia,Female,Aged 25 to 29 years,1275
E09000008,Croydon,Middle East and Asia,Female,Aged 30 to 34 years,2111
E09000008,Croydon,Middle East and Asia,Female,Aged 35 to 39 years,2455
E09000008,Croydon,Middle East and Asia,Female,Aged 40 to 44 years,2361
E09000008,Croydon,Middle East and Asia,Female,Aged 45 to 49 years,1958
E09000008,Croydon,Middle East and Asia,Female,Aged 50 years and over,7702
E09000008,Croydon,Middle East and Asia,Male,Aged 15 years and under,1124
E09000008,Croydon,Middle East and Asia,Male,Aged 16 to 19 years,593
E09000008,Croydon,Middle East and Asia,Male,Aged 20 to 21 years,295
E09000008,Croydon,Middle East and Asia,Male,Aged 22 to 24 years,538
E09000008,Croydon,Middle East and Asia,Male,Aged 25 to 29 years,1223
E09000008,Croydon,Middle East and Asia,Male,Aged 30 to 34 years,1708
E09000008,Croydon,Middle East and Asia,Male,Aged 35 to 39 years,2118
E09000008,Croydon,Middle East and Asia,Male,Aged 40 to 44 years,2291
E09000008,Croydon,Middle East and Asia,Male,Aged 45 to 49 years,2061
E09000008,Croydon,Middle East and Asia,Male,Aged 50 years and over,6958
E09000008,Croydon,The Americas and the Caribbean,Female,Aged 15 years and under,343
E09000008,Croydon,The Americas and the Caribbean,Female,Aged 16 to 19 years,172
E09000008,Croydon,The Americas and the Caribbean,Female,Aged 20 to 21 years,129
E09000008,Croydon,The Americas and the Caribbean,Female,Aged 22 to 24 years,320
E09000008,Croydon,The Americas and the Caribbean,Female,Aged 25 to 29 years,700
E09000008,Croydon,The Americas and the Caribbean,Female,Aged 30 to 34 years,902
E09000008,Croydon,The Americas and the Caribbean,Female,Aged 35 to 39 years,1085
E09000008,Croydon,The Americas and the Caribbean,Female,Aged 40 to 44 years,1081
E09000008,Croydon,The Americas and the Caribbean,Female,Aged 45 to 49 years,1014
E09000008,Croydon,The Americas and the Caribbean,Female,Aged 50 years and over,6429
E09000008,Croydon,The Americas and the Caribbean,Male,Aged 15 years and under,339
E09000008,Croydon,The Americas and the Caribbean,Male,Aged 16 to 19 years,180
E09000008,Croydon,The Americas and the Caribbean,Male,Aged 20 to 21 years,122
E09000008,Croydon,The Americas and the Caribbean,Male,Aged 22 to 24 years,212
E09000008,Croydon,The Americas and the Caribbean,Male,Aged 25 to 29 years,528
E09000008,Croydon,The Americas and the Caribbean,Male,Aged 30 to 34 years,584
E09000008,Croydon,The Americas and the Caribbean,Male,Aged 35 to 39 years,725
E09000008,Croydon,The Americas and the Caribbean,Male,Aged 40 to 44 years,753
E09000008,Croydon,The Americas and the Caribbean,Male,Aged 45 to 49 years,718
E09000008,Croydon,The Americas and the Caribbean,Male,Aged 50 years and over,3992
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,29
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,11
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,2
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,11
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,40
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,67
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,82
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,81
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,92
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,223
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,28
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,8
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,1
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,13
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,30
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,72
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,78
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,85
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,66
E09000008,Croydon,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,172
E09000009,Ealing,Europe: United Kingdom,Female,Aged 15 years and under,29502
E09000009,Ealing,Europe: United Kingdom,Female,Aged 16 to 19 years,5895
E09000009,Ealing,Europe: United Kingdom,Female,Aged 20 to 21 years,2132
E09000009,Ealing,Europe: United Kingdom,Female,Aged 22 to 24 years,4173
E09000009,Ealing,Europe: United Kingdom,Female,Aged 25 to 29 years,6766
E09000009,Ealing,Europe: United Kingdom,Female,Aged 30 to 34 years,5584
E09000009,Ealing,Europe: United Kingdom,Female,Aged 35 to 39 years,4849
E09000009,Ealing,Europe: United Kingdom,Female,Aged 40 to 44 years,4206
E09000009,Ealing,Europe: United Kingdom,Female,Aged 45 to 49 years,4172
E09000009,Ealing,Europe: United Kingdom,Female,Aged 50 years and over,21547
E09000009,Ealing,Europe: United Kingdom,Male,Aged 15 years and under,30698
E09000009,Ealing,Europe: United Kingdom,Male,Aged 16 to 19 years,6052
E09000009,Ealing,Europe: United Kingdom,Male,Aged 20 to 21 years,2394
E09000009,Ealing,Europe: United Kingdom,Male,Aged 22 to 24 years,4318
E09000009,Ealing,Europe: United Kingdom,Male,Aged 25 to 29 years,7245
E09000009,Ealing,Europe: United Kingdom,Male,Aged 30 to 34 years,6000
E09000009,Ealing,Europe: United Kingdom,Male,Aged 35 to 39 years,5191
E09000009,Ealing,Europe: United Kingdom,Male,Aged 40 to 44 years,4597
E09000009,Ealing,Europe: United Kingdom,Male,Aged 45 to 49 years,4395
E09000009,Ealing,Europe: United Kingdom,Male,Aged 50 years and over,20844
E09000009,Ealing,Europe: Ireland,Female,Aged 15 years and under,35
E09000009,Ealing,Europe: Ireland,Female,Aged 16 to 19 years,24
E09000009,Ealing,Europe: Ireland,Female,Aged 20 to 21 years,11
E09000009,Ealing,Europe: Ireland,Female,Aged 22 to 24 years,56
E09000009,Ealing,Europe: Ireland,Female,Aged 25 to 29 years,121
E09000009,Ealing,Europe: Ireland,Female,Aged 30 to 34 years,146
E09000009,Ealing,Europe: Ireland,Female,Aged 35 to 39 years,112
E09000009,Ealing,Europe: Ireland,Female,Aged 40 to 44 years,125
E09000009,Ealing,Europe: Ireland,Female,Aged 45 to 49 years,123
E09000009,Ealing,Europe: Ireland,Female,Aged 50 years and over,2114
E09000009,Ealing,Europe: Ireland,Male,Aged 15 years and under,36
E09000009,Ealing,Europe: Ireland,Male,Aged 16 to 19 years,18
E09000009,Ealing,Europe: Ireland,Male,Aged 20 to 21 years,12
E09000009,Ealing,Europe: Ireland,Male,Aged 22 to 24 years,21
E09000009,Ealing,Europe: Ireland,Male,Aged 25 to 29 years,110
E09000009,Ealing,Europe: Ireland,Male,Aged 30 to 34 years,158
E09000009,Ealing,Europe: Ireland,Male,Aged 35 to 39 years,146
E09000009,Ealing,Europe: Ireland,Male,Aged 40 to 44 years,133
E09000009,Ealing,Europe: Ireland,Male,Aged 45 to 49 years,134
E09000009,Ealing,Europe: Ireland,Male,Aged 50 years and over,1682
E09000009,Ealing,Europe: Other Europe,Female,Aged 15 years and under,1991
E09000009,Ealing,Europe: Other Europe,Female,Aged 16 to 19 years,1086
E09000009,Ealing,Europe: Other Europe,Female,Aged 20 to 21 years,700
E09000009,Ealing,Europe: Other Europe,Female,Aged 22 to 24 years,1473
E09000009,Ealing,Europe: Other Europe,Female,Aged 25 to 29 years,3566
E09000009,Ealing,Europe: Other Europe,Female,Aged 30 to 34 years,4151
E09000009,Ealing,Europe: Other Europe,Female,Aged 35 to 39 years,4142
E09000009,Ealing,Europe: Other Europe,Female,Aged 40 to 44 years,3936
E09000009,Ealing,Europe: Other Europe,Female,Aged 45 to 49 years,2679
E09000009,Ealing,Europe: Other Europe,Female,Aged 50 years and over,6523
E09000009,Ealing,Europe: Other Europe,Male,Aged 15 years and under,2210
E09000009,Ealing,Europe: Other Europe,Male,Aged 16 to 19 years,1085
E09000009,Ealing,Europe: Other Europe,Male,Aged 20 to 21 years,578
E09000009,Ealing,Europe: Other Europe,Male,Aged 22 to 24 years,1064
E09000009,Ealing,Europe: Other Europe,Male,Aged 25 to 29 years,3013
E09000009,Ealing,Europe: Other Europe,Male,Aged 30 to 34 years,3743
E09000009,Ealing,Europe: Other Europe,Male,Aged 35 to 39 years,3870
E09000009,Ealing,Europe: Other Europe,Male,Aged 40 to 44 years,3964
E09000009,Ealing,Europe: Other Europe,Male,Aged 45 to 49 years,2655
E09000009,Ealing,Europe: Other Europe,Male,Aged 50 years and over,5232
E09000009,Ealing,Africa,Female,Aged 15 years and under,342
E09000009,Ealing,Africa,Female,Aged 16 to 19 years,179
E09000009,Ealing,Africa,Female,Aged 20 to 21 years,186
E09000009,Ealing,Africa,Female,Aged 22 to 24 years,309
E09000009,Ealing,Africa,Female,Aged 25 to 29 years,791
E09000009,Ealing,Africa,Female,Aged 30 to 34 years,1095
E09000009,Ealing,Africa,Female,Aged 35 to 39 years,1267
E09000009,Ealing,Africa,Female,Aged 40 to 44 years,1214
E09000009,Ealing,Africa,Female,Aged 45 to 49 years,1330
E09000009,Ealing,Africa,Female,Aged 50 years and over,6402
E09000009,Ealing,Africa,Male,Aged 15 years and under,372
E09000009,Ealing,Africa,Male,Aged 16 to 19 years,264
E09000009,Ealing,Africa,Male,Aged 20 to 21 years,169
E09000009,Ealing,Africa,Male,Aged 22 to 24 years,279
E09000009,Ealing,Africa,Male,Aged 25 to 29 years,629
E09000009,Ealing,Africa,Male,Aged 30 to 34 years,842
E09000009,Ealing,Africa,Male,Aged 35 to 39 years,894
E09000009,Ealing,Africa,Male,Aged 40 to 44 years,1006
E09000009,Ealing,Africa,Male,Aged 45 to 49 years,1072
E09000009,Ealing,Africa,Male,Aged 50 years and over,5986
E09000009,Ealing,Middle East and Asia,Female,Aged 15 years and under,2767
E09000009,Ealing,Middle East and Asia,Female,Aged 16 to 19 years,1191
E09000009,Ealing,Middle East and Asia,Female,Aged 20 to 21 years,646
E09000009,Ealing,Middle East and Asia,Female,Aged 22 to 24 years,1342
E09000009,Ealing,Middle East and Asia,Female,Aged 25 to 29 years,2889
E09000009,Ealing,Middle East and Asia,Female,Aged 30 to 34 years,4164
E09000009,Ealing,Middle East and Asia,Female,Aged 35 to 39 years,4827
E09000009,Ealing,Middle East and Asia,Female,Aged 40 to 44 years,4683
E09000009,Ealing,Middle East and Asia,Female,Aged 45 to 49 years,4249
E09000009,Ealing,Middle East and Asia,Female,Aged 50 years and over,16302
E09000009,Ealing,Middle East and Asia,Male,Aged 15 years and under,3047
E09000009,Ealing,Middle East and Asia,Male,Aged 16 to 19 years,1415
E09000009,Ealing,Middle East and Asia,Male,Aged 20 to 21 years,857
E09000009,Ealing,Middle East and Asia,Male,Aged 22 to 24 years,1361
E09000009,Ealing,Middle East and Asia,Male,Aged 25 to 29 years,2744
E09000009,Ealing,Middle East and Asia,Male,Aged 30 to 34 years,3622
E09000009,Ealing,Middle East and Asia,Male,Aged 35 to 39 years,4091
E09000009,Ealing,Middle East and Asia,Male,Aged 40 to 44 years,4441
E09000009,Ealing,Middle East and Asia,Male,Aged 45 to 49 years,4365
E09000009,Ealing,Middle East and Asia,Male,Aged 50 years and over,15825
E09000009,Ealing,The Americas and the Caribbean,Female,Aged 15 years and under,333
E09000009,Ealing,The Americas and the Caribbean,Female,Aged 16 to 19 years,105
E09000009,Ealing,The Americas and the Caribbean,Female,Aged 20 to 21 years,80
E09000009,Ealing,The Americas and the Caribbean,Female,Aged 22 to 24 years,169
E09000009,Ealing,The Americas and the Caribbean,Female,Aged 25 to 29 years,482
E09000009,Ealing,The Americas and the Caribbean,Female,Aged 30 to 34 years,588
E09000009,Ealing,The Americas and the Caribbean,Female,Aged 35 to 39 years,627
E09000009,Ealing,The Americas and the Caribbean,Female,Aged 40 to 44 years,617
E09000009,Ealing,The Americas and the Caribbean,Female,Aged 45 to 49 years,479
E09000009,Ealing,The Americas and the Caribbean,Female,Aged 50 years and over,3442
E09000009,Ealing,The Americas and the Caribbean,Male,Aged 15 years and under,318
E09000009,Ealing,The Americas and the Caribbean,Male,Aged 16 to 19 years,111
E09000009,Ealing,The Americas and the Caribbean,Male,Aged 20 to 21 years,70
E09000009,Ealing,The Americas and the Caribbean,Male,Aged 22 to 24 years,117
E09000009,Ealing,The Americas and the Caribbean,Male,Aged 25 to 29 years,301
E09000009,Ealing,The Americas and the Caribbean,Male,Aged 30 to 34 years,442
E09000009,Ealing,The Americas and the Caribbean,Male,Aged 35 to 39 years,507
E09000009,Ealing,The Americas and the Caribbean,Male,Aged 40 to 44 years,452
E09000009,Ealing,The Americas and the Caribbean,Male,Aged 45 to 49 years,447
E09000009,Ealing,The Americas and the Caribbean,Male,Aged 50 years and over,2172
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,39
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,21
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,4
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,54
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,144
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,131
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,122
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,142
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,133
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,380
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,56
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,19
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,12
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,44
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,97
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,111
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,123
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,142
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,150
E09000009,Ealing,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,340
E09000010,Enfield,Europe: United Kingdom,Female,Aged 15 years and under,31951
E09000010,Enfield,Europe: United Kingdom,Female,Aged 16 to 19 years,6157
E09000010,Enfield,Europe: United Kingdom,Female,Aged 20 to 21 years,2105
E09000010,Enfield,Europe: United Kingdom,Female,Aged 22 to 24 years,4008
E09000010,Enfield,Europe: United Kingdom,Female,Aged 25 to 29 years,6195
E09000010,Enfield,Europe: United Kingdom,Female,Aged 30 to 34 years,5757
E09000010,Enfield,Europe: United Kingdom,Female,Aged 35 to 39 years,5183
E09000010,Enfield,Europe: United Kingdom,Female,Aged 40 to 44 years,4967
E09000010,Enfield,Europe: United Kingdom,Female,Aged 45 to 49 years,4806
E09000010,Enfield,Europe: United Kingdom,Female,Aged 50 years and over,28754
E09000010,Enfield,Europe: United Kingdom,Male,Aged 15 years and under,33187
E09000010,Enfield,Europe: United Kingdom,Male,Aged 16 to 19 years,6434
E09000010,Enfield,Europe: United Kingdom,Male,Aged 20 to 21 years,2314
E09000010,Enfield,Europe: United Kingdom,Male,Aged 22 to 24 years,4009
E09000010,Enfield,Europe: United Kingdom,Male,Aged 25 to 29 years,6183
E09000010,Enfield,Europe: United Kingdom,Male,Aged 30 to 34 years,5301
E09000010,Enfield,Europe: United Kingdom,Male,Aged 35 to 39 years,4852
E09000010,Enfield,Europe: United Kingdom,Male,Aged 40 to 44 years,4708
E09000010,Enfield,Europe: United Kingdom,Male,Aged 45 to 49 years,4720
E09000010,Enfield,Europe: United Kingdom,Male,Aged 50 years and over,25233
E09000010,Enfield,Europe: Ireland,Female,Aged 15 years and under,38
E09000010,Enfield,Europe: Ireland,Female,Aged 16 to 19 years,41
E09000010,Enfield,Europe: Ireland,Female,Aged 20 to 21 years,7
E09000010,Enfield,Europe: Ireland,Female,Aged 22 to 24 years,11
E09000010,Enfield,Europe: Ireland,Female,Aged 25 to 29 years,29
E09000010,Enfield,Europe: Ireland,Female,Aged 30 to 34 years,48
E09000010,Enfield,Europe: Ireland,Female,Aged 35 to 39 years,83
E09000010,Enfield,Europe: Ireland,Female,Aged 40 to 44 years,82
E09000010,Enfield,Europe: Ireland,Female,Aged 45 to 49 years,86
E09000010,Enfield,Europe: Ireland,Female,Aged 50 years and over,1474
E09000010,Enfield,Europe: Ireland,Male,Aged 15 years and under,41
E09000010,Enfield,Europe: Ireland,Male,Aged 16 to 19 years,35
E09000010,Enfield,Europe: Ireland,Male,Aged 20 to 21 years,4
E09000010,Enfield,Europe: Ireland,Male,Aged 22 to 24 years,8
E09000010,Enfield,Europe: Ireland,Male,Aged 25 to 29 years,22
E09000010,Enfield,Europe: Ireland,Male,Aged 30 to 34 years,33
E09000010,Enfield,Europe: Ireland,Male,Aged 35 to 39 years,67
E09000010,Enfield,Europe: Ireland,Male,Aged 40 to 44 years,76
E09000010,Enfield,Europe: Ireland,Male,Aged 45 to 49 years,56
E09000010,Enfield,Europe: Ireland,Male,Aged 50 years and over,1040
E09000010,Enfield,Europe: Other Europe,Female,Aged 15 years and under,2788
E09000010,Enfield,Europe: Other Europe,Female,Aged 16 to 19 years,1251
E09000010,Enfield,Europe: Other Europe,Female,Aged 20 to 21 years,717
E09000010,Enfield,Europe: Other Europe,Female,Aged 22 to 24 years,1637
E09000010,Enfield,Europe: Other Europe,Female,Aged 25 to 29 years,3142
E09000010,Enfield,Europe: Other Europe,Female,Aged 30 to 34 years,4207
E09000010,Enfield,Europe: Other Europe,Female,Aged 35 to 39 years,4508
E09000010,Enfield,Europe: Other Europe,Female,Aged 40 to 44 years,4408
E09000010,Enfield,Europe: Other Europe,Female,Aged 45 to 49 years,3372
E09000010,Enfield,Europe: Other Europe,Female,Aged 50 years and over,11575
E09000010,Enfield,Europe: Other Europe,Male,Aged 15 years and under,2842
E09000010,Enfield,Europe: Other Europe,Male,Aged 16 to 19 years,1349
E09000010,Enfield,Europe: Other Europe,Male,Aged 20 to 21 years,841
E09000010,Enfield,Europe: Other Europe,Male,Aged 22 to 24 years,1242
E09000010,Enfield,Europe: Other Europe,Male,Aged 25 to 29 years,2721
E09000010,Enfield,Europe: Other Europe,Male,Aged 30 to 34 years,3381
E09000010,Enfield,Europe: Other Europe,Male,Aged 35 to 39 years,3766
E09000010,Enfield,Europe: Other Europe,Male,Aged 40 to 44 years,3884
E09000010,Enfield,Europe: Other Europe,Male,Aged 45 to 49 years,3289
E09000010,Enfield,Europe: Other Europe,Male,Aged 50 years and over,10684
E09000010,Enfield,Africa,Female,Aged 15 years and under,360
E09000010,Enfield,Africa,Female,Aged 16 to 19 years,295
E09000010,Enfield,Africa,Female,Aged 20 to 21 years,201
E09000010,Enfield,Africa,Female,Aged 22 to 24 years,422
E09000010,Enfield,Africa,Female,Aged 25 to 29 years,780
E09000010,Enfield,Africa,Female,Aged 30 to 34 years,1352
E09000010,Enfield,Africa,Female,Aged 35 to 39 years,1707
E09000010,Enfield,Africa,Female,Aged 40 to 44 years,1913
E09000010,Enfield,Africa,Female,Aged 45 to 49 years,1981
E09000010,Enfield,Africa,Female,Aged 50 years and over,6480
E09000010,Enfield,Africa,Male,Aged 15 years and under,418
E09000010,Enfield,Africa,Male,Aged 16 to 19 years,460
E09000010,Enfield,Africa,Male,Aged 20 to 21 years,248
E09000010,Enfield,Africa,Male,Aged 22 to 24 years,332
E09000010,Enfield,Africa,Male,Aged 25 to 29 years,555
E09000010,Enfield,Africa,Male,Aged 30 to 34 years,733
E09000010,Enfield,Africa,Male,Aged 35 to 39 years,871
E09000010,Enfield,Africa,Male,Aged 40 to 44 years,1125
E09000010,Enfield,Africa,Male,Aged 45 to 49 years,1259
E09000010,Enfield,Africa,Male,Aged 50 years and over,5763
E09000010,Enfield,Middle East and Asia,Female,Aged 15 years and under,352
E09000010,Enfield,Middle East and Asia,Female,Aged 16 to 19 years,166
E09000010,Enfield,Middle East and Asia,Female,Aged 20 to 21 years,76
E09000010,Enfield,Middle East and Asia,Female,Aged 22 to 24 years,205
E09000010,Enfield,Middle East and Asia,Female,Aged 25 to 29 years,558
E09000010,Enfield,Middle East and Asia,Female,Aged 30 to 34 years,929
E09000010,Enfield,Middle East and Asia,Female,Aged 35 to 39 years,1242
E09000010,Enfield,Middle East and Asia,Female,Aged 40 to 44 years,1322
E09000010,Enfield,Middle East and Asia,Female,Aged 45 to 49 years,1160
E09000010,Enfield,Middle East and Asia,Female,Aged 50 years and over,4588
E09000010,Enfield,Middle East and Asia,Male,Aged 15 years and under,399
E09000010,Enfield,Middle East and Asia,Male,Aged 16 to 19 years,270
E09000010,Enfield,Middle East and Asia,Male,Aged 20 to 21 years,89
E09000010,Enfield,Middle East and Asia,Male,Aged 22 to 24 years,239
E09000010,Enfield,Middle East and Asia,Male,Aged 25 to 29 years,383
E09000010,Enfield,Middle East and Asia,Male,Aged 30 to 34 years,614
E09000010,Enfield,Middle East and Asia,Male,Aged 35 to 39 years,870
E09000010,Enfield,Middle East and Asia,Male,Aged 40 to 44 years,1043
E09000010,Enfield,Middle East and Asia,Male,Aged 45 to 49 years,1083
E09000010,Enfield,Middle East and Asia,Male,Aged 50 years and over,4052
E09000010,Enfield,The Americas and the Caribbean,Female,Aged 15 years and under,191
E09000010,Enfield,The Americas and the Caribbean,Female,Aged 16 to 19 years,86
E09000010,Enfield,The Americas and the Caribbean,Female,Aged 20 to 21 years,65
E09000010,Enfield,The Americas and the Caribbean,Female,Aged 22 to 24 years,143
E09000010,Enfield,The Americas and the Caribbean,Female,Aged 25 to 29 years,370
E09000010,Enfield,The Americas and the Caribbean,Female,Aged 30 to 34 years,425
E09000010,Enfield,The Americas and the Caribbean,Female,Aged 35 to 39 years,481
E09000010,Enfield,The Americas and the Caribbean,Female,Aged 40 to 44 years,606
