date,geography_code,age_of_dependent_child_name,c_ethhuk11_name,obs_value
2011,E09000006,Age 3 to 4,Asian/Asian British: Indian,238
2011,E09000006,Age 3 to 4,Asian/Asian British: Pakistani,41
2011,E09000006,Age 3 to 4,Asian/Asian British: Bangladeshi,58
2011,E09000006,Age 3 to 4,Asian/Asian British: Chinese,67
2011,E09000006,Age 3 to 4,Asian/Asian British: Other Asian,163
2011,E09000006,Age 3 to 4,Black/African/Caribbean/Black British: African,515
2011,E09000006,Age 3 to 4,Black/African/Caribbean/Black British: Caribbean,251
2011,E09000006,Age 3 to 4,Black/African/Caribbean/Black British: Other Black,71
2011,E09000006,Age 3 to 4,Other ethnic group: Arab,42
2011,E09000006,Age 3 to 4,Other ethnic group: Any other ethnic group,87
2011,E09000006,Age 5 to 7,White: English/Welsh/Scottish/Northern Irish/British,7900
2011,E09000006,Age 5 to 7,White: Irish,137
2011,E09000006,Age 5 to 7,White: Gypsy or Irish Traveller,42
2011,E09000006,Age 5 to 7,White: Other White,747
2011,E09000006,Age 5 to 7,Mixed/multiple ethnic group: White and Black Caribbean,133
2011,E09000006,Age 5 to 7,Mixed/multiple ethnic group: White and Black African,24
2011,E09000006,Age 5 to 7,Mixed/multiple ethnic group: White and Asian,62
2011,E09000006,Age 5 to 7,Mixed/multiple ethnic group: Other Mixed,60
2011,E09000006,Age 5 to 7,Asian/Asian British: Indian,288
2011,E09000006,Age 5 to 7,Asian/Asian British: Pakistani,58
2011,E09000006,Age 5 to 7,Asian/Asian British: Bangladeshi,66
2011,E09000006,Age 5 to 7,Asian/Asian British: Chinese,104
2011,E09000006,Age 5 to 7,Asian/Asian British: Other Asian,199
2011,E09000006,Age 5 to 7,Black/African/Caribbean/Black British: African,729
2011,E09000006,Age 5 to 7,Black/African/Caribbean/Black British: Caribbean,345
2011,E09000006,Age 5 to 7,Black/African/Caribbean/Black British: Other Black,109
2011,E09000006,Age 5 to 7,Other ethnic group: Arab,75
2011,E09000006,Age 5 to 7,Other ethnic group: Any other ethnic group,82
2011,E09000006,Age 8 to 9,White: English/Welsh/Scottish/Northern Irish/British,4996
2011,E09000006,Age 8 to 9,White: Irish,118
2011,E09000006,Age 8 to 9,White: Gypsy or Irish Traveller,25
2011,E09000006,Age 8 to 9,White: Other White,359
2011,E09000006,Age 8 to 9,Mixed/multiple ethnic group: White and Black Caribbean,57
2011,E09000006,Age 8 to 9,Mixed/multiple ethnic group: White and Black African,21
2011,E09000006,Age 8 to 9,Mixed/multiple ethnic group: White and Asian,20
2011,E09000006,Age 8 to 9,Mixed/multiple ethnic group: Other Mixed,36
2011,E09000006,Age 8 to 9,Asian/Asian British: Indian,166
2011,E09000006,Age 8 to 9,Asian/Asian British: Pakistani,33
2011,E09000006,Age 8 to 9,Asian/Asian British: Bangladeshi,44
2011,E09000006,Age 8 to 9,Asian/Asian British: Chinese,62
2011,E09000006,Age 8 to 9,Asian/Asian British: Other Asian,134
2011,E09000006,Age 8 to 9,Black/African/Caribbean/Black British: African,406
2011,E09000006,Age 8 to 9,Black/African/Caribbean/Black British: Caribbean,248
2011,E09000006,Age 8 to 9,Black/African/Caribbean/Black British: Other Black,83
2011,E09000006,Age 8 to 9,Other ethnic group: Arab,34
2011,E09000006,Age 8 to 9,Other ethnic group: Any other ethnic group,57
2011,E09000006,Age 10 to 11,White: English/Welsh/Scottish/Northern Irish/British,5263
2011,E09000006,Age 10 to 11,White: Irish,109
2011,E09000006,Age 10 to 11,White: Gypsy or Irish Traveller,25
2011,E09000006,Age 10 to 11,White: Other White,376
2011,E09000006,Age 10 to 11,Mixed/multiple ethnic group: White and Black Caribbean,70
2011,E09000006,Age 10 to 11,Mixed/multiple ethnic group: White and Black African,22
2011,E09000006,Age 10 to 11,Mixed/multiple ethnic group: White and Asian,36
2011,E09000006,Age 10 to 11,Mixed/multiple ethnic group: Other Mixed,44
2011,E09000006,Age 10 to 11,Asian/Asian British: Indian,160
2011,E09000006,Age 10 to 11,Asian/Asian British: Pakistani,41
2011,E09000006,Age 10 to 11,Asian/Asian British: Bangladeshi,50
2011,E09000006,Age 10 to 11,Asian/Asian British: Chinese,74
2011,E09000006,Age 10 to 11,Asian/Asian British: Other Asian,150
2011,E09000006,Age 10 to 11,Black/African/Caribbean/Black British: African,401
2011,E09000006,Age 10 to 11,Black/African/Caribbean/Black British: Caribbean,234
2011,E09000006,Age 10 to 11,Black/African/Caribbean/Black British: Other Black,61
2011,E09000006,Age 10 to 11,Other ethnic group: Arab,28
2011,E09000006,Age 10 to 11,Other ethnic group: Any other ethnic group,52
2011,E09000006,Age 12 to 14,White: English/Welsh/Scottish/Northern Irish/British,8427
2011,E09000006,Age 12 to 14,White: Irish,177
2011,E09000006,Age 12 to 14,White: Gypsy or Irish Traveller,42
2011,E09000006,Age 12 to 14,White: Other White,516
2011,E09000006,Age 12 to 14,Mixed/multiple ethnic group: White and Black Caribbean,129
2011,E09000006,Age 12 to 14,Mixed/multiple ethnic group: White and Black African,22
2011,E09000006,Age 12 to 14,Mixed/multiple ethnic group: White and Asian,42
2011,E09000006,Age 12 to 14,Mixed/multiple ethnic group: Other Mixed,63
2011,E09000006,Age 12 to 14,Asian/Asian British: Indian,246
2011,E09000006,Age 12 to 14,Asian/Asian British: Pakistani,50
2011,E09000006,Age 12 to 14,Asian/Asian British: Bangladeshi,62
2011,E09000006,Age 12 to 14,Asian/Asian British: Chinese,101
2011,E09000006,Age 12 to 14,Asian/Asian British: Other Asian,219
2011,E09000006,Age 12 to 14,Black/African/Caribbean/Black British: African,578
2011,E09000006,Age 12 to 14,Black/African/Caribbean/Black British: Caribbean,406
2011,E09000006,Age 12 to 14,Black/African/Caribbean/Black British: Other Black,141
2011,E09000006,Age 12 to 14,Other ethnic group: Arab,40
2011,E09000006,Age 12 to 14,Other ethnic group: Any other ethnic group,76
2011,E09000006,Age 15,White: English/Welsh/Scottish/Northern Irish/British,2902
2011,E09000006,Age 15,White: Irish,61
2011,E09000006,Age 15,White: Gypsy or Irish Traveller,14
2011,E09000006,Age 15,White: Other White,167
2011,E09000006,Age 15,Mixed/multiple ethnic group: White and Black Caribbean,49
2011,E09000006,Age 15,Mixed/multiple ethnic group: White and Black African,19
2011,E09000006,Age 15,Mixed/multiple ethnic group: White and Asian,6
2011,E09000006,Age 15,Mixed/multiple ethnic group: Other Mixed,20
2011,E09000006,Age 15,Asian/Asian British: Indian,73
2011,E09000006,Age 15,Asian/Asian British: Pakistani,18
2011,E09000006,Age 15,Asian/Asian British: Bangladeshi,19
2011,E09000006,Age 15,Asian/Asian British: Chinese,27
2011,E09000006,Age 15,Asian/Asian British: Other Asian,58
2011,E09000006,Age 15,Black/African/Caribbean/Black British: African,170
2011,E09000006,Age 15,Black/African/Caribbean/Black British: Caribbean,128
2011,E09000006,Age 15,Black/African/Caribbean/Black British: Other Black,33
2011,E09000006,Age 15,Other ethnic group: Arab,11
2011,E09000006,Age 15,Other ethnic group: Any other ethnic group,27
2011,E09000006,Age 16,White: English/Welsh/Scottish/Northern Irish/British,2772
2011,E09000006,Age 16,White: Irish,43
2011,E09000006,Age 16,White: Gypsy or Irish Traveller,10
2011,E09000006,Age 16,White: Other White,147
2011,E09000006,Age 16,Mixed/multiple ethnic group: White and Black Caribbean,23
2011,E09000006,Age 16,Mixed/multiple ethnic group: White and Black African,6
2011,E09000006,Age 16,Mixed/multiple ethnic group: White and Asian,22
2011,E09000006,Age 16,Mixed/multiple ethnic group: Other Mixed,15
2011,E09000006,Age 16,Asian/Asian British: Indian,66
2011,E09000006,Age 16,Asian/Asian British: Pakistani,17
2011,E09000006,Age 16,Asian/Asian British: Bangladeshi,24
2011,E09000006,Age 16,Asian/Asian British: Chinese,33
2011,E09000006,Age 16,Asian/Asian British: Other Asian,47
2011,E09000006,Age 16,Black/African/Caribbean/Black British: African,159
2011,E09000006,Age 16,Black/African/Caribbean/Black British: Caribbean,123
2011,E09000006,Age 16,Black/African/Caribbean/Black British: Other Black,24
2011,E09000006,Age 16,Other ethnic group: Arab,12
2011,E09000006,Age 16,Other ethnic group: Any other ethnic group,18
2011,E09000006,Age 17,White: English/Welsh/Scottish/Northern Irish/British,2610
2011,E09000006,Age 17,White: Irish,52
2011,E09000006,Age 17,White: Gypsy or Irish Traveller,2
2011,E09000006,Age 17,White: Other White,140
2011,E09000006,Age 17,Mixed/multiple ethnic group: White and Black Caribbean,17
2011,E09000006,Age 17,Mixed/multiple ethnic group: White and Black African,14
2011,E09000006,Age 17,Mixed/multiple ethnic group: White and Asian,18
2011,E09000006,Age 17,Mixed/multiple ethnic group: Other Mixed,12
2011,E09000006,Age 17,Asian/Asian British: Indian,64
2011,E09000006,Age 17,Asian/Asian British: Pakistani,13
2011,E09000006,Age 17,Asian/Asian British: Bangladeshi,26
2011,E09000006,Age 17,Asian/Asian British: Chinese,36
2011,E09000006,Age 17,Asian/Asian British: Other Asian,49
2011,E09000006,Age 17,Black/African/Caribbean/Black British: African,157
2011,E09000006,Age 17,Black/African/Caribbean/Black British: Caribbean,111
2011,E09000006,Age 17,Black/African/Caribbean/Black British: Other Black,16
2011,E09000006,Age 17,Other ethnic group: Arab,12
2011,E09000006,Age 17,Other ethnic group: Any other ethnic group,23
2011,E09000006,Age 18,White: English/Welsh/Scottish/Northern Irish/British,1678
2011,E09000006,Age 18,White: Irish,26
2011,E09000006,Age 18,White: Gypsy or Irish Traveller,3
2011,E09000006,Age 18,White: Other White,86
2011,E09000006,Age 18,Mixed/multiple ethnic group: White and Black Caribbean,14
2011,E09000006,Age 18,Mixed/multiple ethnic group: White and Black African,6
2011,E09000006,Age 18,Mixed/multiple ethnic group: White and Asian,10
2011,E09000006,Age 18,Mixed/multiple ethnic group: Other Mixed,8
2011,E09000006,Age 18,Asian/Asian British: Indian,47
2011,E09000006,Age 18,Asian/Asian British: Pakistani,11
2011,E09000006,Age 18,Asian/Asian British: Bangladeshi,24
2011,E09000006,Age 18,Asian/Asian British: Chinese,20
2011,E09000006,Age 18,Asian/Asian British: Other Asian,35
2011,E09000006,Age 18,Black/African/Caribbean/Black British: African,130
2011,E09000006,Age 18,Black/African/Caribbean/Black British: Caribbean,72
2011,E09000006,Age 18,Black/African/Caribbean/Black British: Other Black,20
2011,E09000006,Age 18,Other ethnic group: Arab,15
2011,E09000006,Age 18,Other ethnic group: Any other ethnic group,15
2011,E09000008,Age 0 to 2,White: English/Welsh/Scottish/Northern Irish/British,6181
2011,E09000008,Age 0 to 2,White: Irish,168
2011,E09000008,Age 0 to 2,White: Gypsy or Irish Traveller,17
2011,E09000008,Age 0 to 2,White: Other White,1464
2011,E09000008,Age 0 to 2,Mixed/multiple ethnic group: White and Black Caribbean,419
2011,E09000008,Age 0 to 2,Mixed/multiple ethnic group: White and Black African,147
2011,E09000008,Age 0 to 2,Mixed/multiple ethnic group: White and Asian,183
2011,E09000008,Age 0 to 2,Mixed/multiple ethnic group: Other Mixed,227
2011,E09000008,Age 0 to 2,Asian/Asian British: Indian,1088
2011,E09000008,Age 0 to 2,Asian/Asian British: Pakistani,745
2011,E09000008,Age 0 to 2,Asian/Asian British: Bangladeshi,185
2011,E09000008,Age 0 to 2,Asian/Asian British: Chinese,154
2011,E09000008,Age 0 to 2,Asian/Asian British: Other Asian,916
2011,E09000008,Age 0 to 2,Black/African/Caribbean/Black British: African,2394
2011,E09000008,Age 0 to 2,Black/African/Caribbean/Black British: Caribbean,1622
2011,E09000008,Age 0 to 2,Black/African/Caribbean/Black British: Other Black,610
2011,E09000008,Age 0 to 2,Other ethnic group: Arab,130
2011,E09000008,Age 0 to 2,Other ethnic group: Any other ethnic group,256
2011,E09000008,Age 3 to 4,White: English/Welsh/Scottish/Northern Irish/British,3878
2011,E09000008,Age 3 to 4,White: Irish,122
2011,E09000008,Age 3 to 4,White: Gypsy or Irish Traveller,23
2011,E09000008,Age 3 to 4,White: Other White,834
2011,E09000008,Age 3 to 4,Mixed/multiple ethnic group: White and Black Caribbean,315
2011,E09000008,Age 3 to 4,Mixed/multiple ethnic group: White and Black African,98
2011,E09000008,Age 3 to 4,Mixed/multiple ethnic group: White and Asian,107
2011,E09000008,Age 3 to 4,Mixed/multiple ethnic group: Other Mixed,148
2011,E09000008,Age 3 to 4,Asian/Asian British: Indian,691
2011,E09000008,Age 3 to 4,Asian/Asian British: Pakistani,502
2011,E09000008,Age 3 to 4,Asian/Asian British: Bangladeshi,109
2011,E09000008,Age 3 to 4,Asian/Asian British: Chinese,94
2011,E09000008,Age 3 to 4,Asian/Asian British: Other Asian,589
2011,E09000008,Age 3 to 4,Black/African/Caribbean/Black British: African,1687
2011,E09000008,Age 3 to 4,Black/African/Caribbean/Black British: Caribbean,1206
2011,E09000008,Age 3 to 4,Black/African/Caribbean/Black British: Other Black,391
2011,E09000008,Age 3 to 4,Other ethnic group: Arab,90
2011,E09000008,Age 3 to 4,Other ethnic group: Any other ethnic group,155
2011,E09000008,Age 5 to 7,White: English/Welsh/Scottish/Northern Irish/British,5246
2011,E09000008,Age 5 to 7,White: Irish,156
2011,E09000008,Age 5 to 7,White: Gypsy or Irish Traveller,12
2011,E09000008,Age 5 to 7,White: Other White,956
2011,E09000008,Age 5 to 7,Mixed/multiple ethnic group: White and Black Caribbean,292
2011,E09000008,Age 5 to 7,Mixed/multiple ethnic group: White and Black African,107
2011,E09000008,Age 5 to 7,Mixed/multiple ethnic group: White and Asian,141
2011,E09000008,Age 5 to 7,Mixed/multiple ethnic group: Other Mixed,179
2011,E09000008,Age 5 to 7,Asian/Asian British: Indian,911
2011,E09000008,Age 5 to 7,Asian/Asian British: Pakistani,612
2011,E09000008,Age 5 to 7,Asian/Asian British: Bangladeshi,147
2011,E09000008,Age 5 to 7,Asian/Asian British: Chinese,110
2011,E09000008,Age 5 to 7,Asian/Asian British: Other Asian,877
2011,E09000008,Age 5 to 7,Black/African/Caribbean/Black British: African,1980
2011,E09000008,Age 5 to 7,Black/African/Caribbean/Black British: Caribbean,1667
2011,E09000008,Age 5 to 7,Black/African/Caribbean/Black British: Other Black,606
2011,E09000008,Age 5 to 7,Other ethnic group: Arab,112
2011,E09000008,Age 5 to 7,Other ethnic group: Any other ethnic group,275
2011,E09000008,Age 8 to 9,White: English/Welsh/Scottish/Northern Irish/British,3356
2011,E09000008,Age 8 to 9,White: Irish,110
2011,E09000008,Age 8 to 9,White: Gypsy or Irish Traveller,14
2011,E09000008,Age 8 to 9,White: Other White,495
2011,E09000008,Age 8 to 9,Mixed/multiple ethnic group: White and Black Caribbean,192
2011,E09000008,Age 8 to 9,Mixed/multiple ethnic group: White and Black African,78
2011,E09000008,Age 8 to 9,Mixed/multiple ethnic group: White and Asian,66
2011,E09000008,Age 8 to 9,Mixed/multiple ethnic group: Other Mixed,103
2011,E09000008,Age 8 to 9,Asian/Asian British: Indian,522
2011,E09000008,Age 8 to 9,Asian/Asian British: Pakistani,379
2011,E09000008,Age 8 to 9,Asian/Asian British: Bangladeshi,107
2011,E09000008,Age 8 to 9,Asian/Asian British: Chinese,77
2011,E09000008,Age 8 to 9,Asian/Asian British: Other Asian,492
2011,E09000008,Age 8 to 9,Black/African/Caribbean/Black British: African,1143
2011,E09000008,Age 8 to 9,Black/African/Caribbean/Black British: Caribbean,991
2011,E09000008,Age 8 to 9,Black/African/Caribbean/Black British: Other Black,360
2011,E09000008,Age 8 to 9,Other ethnic group: Arab,73
2011,E09000008,Age 8 to 9,Other ethnic group: Any other ethnic group,146
2011,E09000008,Age 10 to 11,White: English/Welsh/Scottish/Northern Irish/British,3734
2011,E09000008,Age 10 to 11,White: Irish,124
2011,E09000008,Age 10 to 11,White: Gypsy or Irish Traveller,17
2011,E09000008,Age 10 to 11,White: Other White,503
2011,E09000008,Age 10 to 11,Mixed/multiple ethnic group: White and Black Caribbean,157
2011,E09000008,Age 10 to 11,Mixed/multiple ethnic group: White and Black African,51
2011,E09000008,Age 10 to 11,Mixed/multiple ethnic group: White and Asian,99
2011,E09000008,Age 10 to 11,Mixed/multiple ethnic group: Other Mixed,107
2011,E09000008,Age 10 to 11,Asian/Asian British: Indian,521
2011,E09000008,Age 10 to 11,Asian/Asian British: Pakistani,362
2011,E09000008,Age 10 to 11,Asian/Asian British: Bangladeshi,103
2011,E09000008,Age 10 to 11,Asian/Asian British: Chinese,58
2011,E09000008,Age 10 to 11,Asian/Asian British: Other Asian,495
2011,E09000008,Age 10 to 11,Black/African/Caribbean/Black British: African,1110
2011,E09000008,Age 10 to 11,Black/African/Caribbean/Black British: Caribbean,1086
2011,E09000008,Age 10 to 11,Black/African/Caribbean/Black British: Other Black,366
2011,E09000008,Age 10 to 11,Other ethnic group: Arab,69
2011,E09000008,Age 10 to 11,Other ethnic group: Any other ethnic group,104
2011,E09000008,Age 12 to 14,White: English/Welsh/Scottish/Northern Irish/British,6066
2011,E09000008,Age 12 to 14,White: Irish,191
2011,E09000008,Age 12 to 14,White: Gypsy or Irish Traveller,18
2011,E09000008,Age 12 to 14,White: Other White,741
2011,E09000008,Age 12 to 14,Mixed/multiple ethnic group: White and Black Caribbean,263
2011,E09000008,Age 12 to 14,Mixed/multiple ethnic group: White and Black African,93
2011,E09000008,Age 12 to 14,Mixed/multiple ethnic group: White and Asian,122
2011,E09000008,Age 12 to 14,Mixed/multiple ethnic group: Other Mixed,151
2011,E09000008,Age 12 to 14,Asian/Asian British: Indian,763
2011,E09000008,Age 12 to 14,Asian/Asian British: Pakistani,521
2011,E09000008,Age 12 to 14,Asian/Asian British: Bangladeshi,133
2011,E09000008,Age 12 to 14,Asian/Asian British: Chinese,79
2011,E09000008,Age 12 to 14,Asian/Asian British: Other Asian,694
2011,E09000008,Age 12 to 14,Black/African/Caribbean/Black British: African,1686
2011,E09000008,Age 12 to 14,Black/African/Caribbean/Black British: Caribbean,1717
2011,E09000008,Age 12 to 14,Black/African/Caribbean/Black British: Other Black,541
2011,E09000008,Age 12 to 14,Other ethnic group: Arab,86
2011,E09000008,Age 12 to 14,Other ethnic group: Any other ethnic group,169
2011,E09000008,Age 15,White: English/Welsh/Scottish/Northern Irish/British,2147
2011,E09000008,Age 15,White: Irish,70
2011,E09000008,Age 15,White: Gypsy or Irish Traveller,7
2011,E09000008,Age 15,White: Other White,193
2011,E09000008,Age 15,Mixed/multiple ethnic group: White and Black Caribbean,77
2011,E09000008,Age 15,Mixed/multiple ethnic group: White and Black African,29
2011,E09000008,Age 15,Mixed/multiple ethnic group: White and Asian,36
2011,E09000008,Age 15,Mixed/multiple ethnic group: Other Mixed,43
2011,E09000008,Age 15,Asian/Asian British: Indian,305
2011,E09000008,Age 15,Asian/Asian British: Pakistani,167
2011,E09000008,Age 15,Asian/Asian British: Bangladeshi,60
2011,E09000008,Age 15,Asian/Asian British: Chinese,42
2011,E09000008,Age 15,Asian/Asian British: Other Asian,240
2011,E09000008,Age 15,Black/African/Caribbean/Black British: African,579
2011,E09000008,Age 15,Black/African/Caribbean/Black British: Caribbean,607
2011,E09000008,Age 15,Black/African/Caribbean/Black British: Other Black,176
2011,E09000008,Age 15,Other ethnic group: Arab,22
2011,E09000008,Age 15,Other ethnic group: Any other ethnic group,92
2011,E09000008,Age 16,White: English/Welsh/Scottish/Northern Irish/British,1904
2011,E09000008,Age 16,White: Irish,60
2011,E09000008,Age 16,White: Gypsy or Irish Traveller,3
2011,E09000008,Age 16,White: Other White,220
2011,E09000008,Age 16,Mixed/multiple ethnic group: White and Black Caribbean,57
2011,E09000008,Age 16,Mixed/multiple ethnic group: White and Black African,22
2011,E09000008,Age 16,Mixed/multiple ethnic group: White and Asian,42
2011,E09000008,Age 16,Mixed/multiple ethnic group: Other Mixed,43
2011,E09000008,Age 16,Asian/Asian British: Indian,265
2011,E09000008,Age 16,Asian/Asian British: Pakistani,163
2011,E09000008,Age 16,Asian/Asian British: Bangladeshi,47
2011,E09000008,Age 16,Asian/Asian British: Chinese,23
2011,E09000008,Age 16,Asian/Asian British: Other Asian,222
2011,E09000008,Age 16,Black/African/Caribbean/Black British: African,503
2011,E09000008,Age 16,Black/African/Caribbean/Black British: Caribbean,559
2011,E09000008,Age 16,Black/African/Caribbean/Black British: Other Black,131
2011,E09000008,Age 16,Other ethnic group: Arab,18
2011,E09000008,Age 16,Other ethnic group: Any other ethnic group,53
2011,E09000008,Age 17,White: English/Welsh/Scottish/Northern Irish/British,1793
2011,E09000008,Age 17,White: Irish,53
2011,E09000008,Age 17,White: Gypsy or Irish Traveller,1
2011,E09000008,Age 17,White: Other White,191
2011,E09000008,Age 17,Mixed/multiple ethnic group: White and Black Caribbean,59
2011,E09000008,Age 17,Mixed/multiple ethnic group: White and Black African,21
2011,E09000008,Age 17,Mixed/multiple ethnic group: White and Asian,33
2011,E09000008,Age 17,Mixed/multiple ethnic group: Other Mixed,42
2011,E09000008,Age 17,Asian/Asian British: Indian,267
2011,E09000008,Age 17,Asian/Asian British: Pakistani,146
2011,E09000008,Age 17,Asian/Asian British: Bangladeshi,43
2011,E09000008,Age 17,Asian/Asian British: Chinese,25
2011,E09000008,Age 17,Asian/Asian British: Other Asian,187
2011,E09000008,Age 17,Black/African/Caribbean/Black British: African,457
2011,E09000008,Age 17,Black/African/Caribbean/Black British: Caribbean,448
2011,E09000008,Age 17,Black/African/Caribbean/Black British: Other Black,101
2011,E09000008,Age 17,Other ethnic group: Arab,18
2011,E09000008,Age 17,Other ethnic group: Any other ethnic group,63
2011,E09000008,Age 18,White: English/Welsh/Scottish/Northern Irish/British,1136
2011,E09000008,Age 18,White: Irish,28
2011,E09000008,Age 18,White: Gypsy or Irish Traveller,3
2011,E09000008,Age 18,White: Other White,136
2011,E09000008,Age 18,Mixed/multiple ethnic group: White and Black Caribbean,35
2011,E09000008,Age 18,Mixed/multiple ethnic group: White and Black African,16
2011,E09000008,Age 18,Mixed/multiple ethnic group: White and Asian,24
2011,E09000008,Age 18,Mixed/multiple ethnic group: Other Mixed,25
2011,E09000008,Age 18,Asian/Asian British: Indian,206
2011,E09000008,Age 18,Asian/Asian British: Pakistani,144
2011,E09000008,Age 18,Asian/Asian British: Bangladeshi,26
2011,E09000008,Age 18,Asian/Asian British: Chinese,27
2011,E09000008,Age 18,Asian/Asian British: Other Asian,182
2011,E09000008,Age 18,Black/African/Caribbean/Black British: African,384
2011,E09000008,Age 18,Black/African/Caribbean/Black British: Caribbean,381
2011,E09000008,Age 18,Black/African/Caribbean/Black British: Other Black,97
2011,E09000008,Age 18,Other ethnic group: Arab,13
2011,E09000008,Age 18,Other ethnic group: Any other ethnic group,24
2011,E09000009,Age 0 to 2,White: English/Welsh/Scottish/Northern Irish/British,3480
2011,E09000009,Age 0 to 2,White: Irish,276
2011,E09000009,Age 0 to 2,White: Gypsy or Irish Traveller,30
2011,E09000009,Age 0 to 2,White: Other White,3250
2011,E09000009,Age 0 to 2,Mixed/multiple ethnic group: White and Black Caribbean,164
2011,E09000009,Age 0 to 2,Mixed/multiple ethnic group: White and Black African,97
2011,E09000009,Age 0 to 2,Mixed/multiple ethnic group: White and Asian,141
2011,E09000009,Age 0 to 2,Mixed/multiple ethnic group: Other Mixed,132
2011,E09000009,Age 0 to 2,Asian/Asian British: Indian,1739
2011,E09000009,Age 0 to 2,Asian/Asian British: Pakistani,797
2011,E09000009,Age 0 to 2,Asian/Asian British: Bangladeshi,107
2011,E09000009,Age 0 to 2,Asian/Asian British: Chinese,121
2011,E09000009,Age 0 to 2,Asian/Asian British: Other Asian,1863
2011,E09000009,Age 0 to 2,Black/African/Caribbean/Black British: African,1296
2011,E09000009,Age 0 to 2,Black/African/Caribbean/Black British: Caribbean,497
2011,E09000009,Age 0 to 2,Black/African/Caribbean/Black British: Other Black,376
2011,E09000009,Age 0 to 2,Other ethnic group: Arab,690
2011,E09000009,Age 0 to 2,Other ethnic group: Any other ethnic group,506
2011,E09000009,Age 3 to 4,White: English/Welsh/Scottish/Northern Irish/British,2207
2011,E09000009,Age 3 to 4,White: Irish,172
2011,E09000009,Age 3 to 4,White: Gypsy or Irish Traveller,20
2011,E09000009,Age 3 to 4,White: Other White,1585
2011,E09000009,Age 3 to 4,Mixed/multiple ethnic group: White and Black Caribbean,94
2011,E09000009,Age 3 to 4,Mixed/multiple ethnic group: White and Black African,53
2011,E09000009,Age 3 to 4,Mixed/multiple ethnic group: White and Asian,66
2011,E09000009,Age 3 to 4,Mixed/multiple ethnic group: Other Mixed,110
2011,E09000009,Age 3 to 4,Asian/Asian British: Indian,1076
2011,E09000009,Age 3 to 4,Asian/Asian British: Pakistani,583
2011,E09000009,Age 3 to 4,Asian/Asian British: Bangladeshi,65
2011,E09000009,Age 3 to 4,Asian/Asian British: Chinese,65
2011,E09000009,Age 3 to 4,Asian/Asian British: Other Asian,1311
2011,E09000009,Age 3 to 4,Black/African/Caribbean/Black British: African,943
2011,E09000009,Age 3 to 4,Black/African/Caribbean/Black British: Caribbean,350
2011,E09000009,Age 3 to 4,Black/African/Caribbean/Black British: Other Black,254
2011,E09000009,Age 3 to 4,Other ethnic group: Arab,468
2011,E09000009,Age 3 to 4,Other ethnic group: Any other ethnic group,380
2011,E09000009,Age 5 to 7,White: English/Welsh/Scottish/Northern Irish/British,2863
2011,E09000009,Age 5 to 7,White: Irish,263
2011,E09000009,Age 5 to 7,White: Gypsy or Irish Traveller,23
2011,E09000009,Age 5 to 7,White: Other White,1755
2011,E09000009,Age 5 to 7,Mixed/multiple ethnic group: White and Black Caribbean,114
2011,E09000009,Age 5 to 7,Mixed/multiple ethnic group: White and Black African,58
2011,E09000009,Age 5 to 7,Mixed/multiple ethnic group: White and Asian,98
2011,E09000009,Age 5 to 7,Mixed/multiple ethnic group: Other Mixed,95
2011,E09000009,Age 5 to 7,Asian/Asian British: Indian,1384
2011,E09000009,Age 5 to 7,Asian/Asian British: Pakistani,740
2011,E09000009,Age 5 to 7,Asian/Asian British: Bangladeshi,118
2011,E09000009,Age 5 to 7,Asian/Asian British: Chinese,73
2011,E09000009,Age 5 to 7,Asian/Asian British: Other Asian,1771
2011,E09000009,Age 5 to 7,Black/African/Caribbean/Black British: African,1228
2011,E09000009,Age 5 to 7,Black/African/Caribbean/Black British: Caribbean,519
2011,E09000009,Age 5 to 7,Black/African/Caribbean/Black British: Other Black,338
2011,E09000009,Age 5 to 7,Other ethnic group: Arab,657
2011,E09000009,Age 5 to 7,Other ethnic group: Any other ethnic group,478
2011,E09000009,Age 8 to 9,White: English/Welsh/Scottish/Northern Irish/British,1824
2011,E09000009,Age 8 to 9,White: Irish,172
2011,E09000009,Age 8 to 9,White: Gypsy or Irish Traveller,19
2011,E09000009,Age 8 to 9,White: Other White,937
2011,E09000009,Age 8 to 9,Mixed/multiple ethnic group: White and Black Caribbean,72
2011,E09000009,Age 8 to 9,Mixed/multiple ethnic group: White and Black African,37
2011,E09000009,Age 8 to 9,Mixed/multiple ethnic group: White and Asian,52
2011,E09000009,Age 8 to 9,Mixed/multiple ethnic group: Other Mixed,72
2011,E09000009,Age 8 to 9,Asian/Asian British: Indian,876
2011,E09000009,Age 8 to 9,Asian/Asian British: Pakistani,493
2011,E09000009,Age 8 to 9,Asian/Asian British: Bangladeshi,63
2011,E09000009,Age 8 to 9,Asian/Asian British: Chinese,47
2011,E09000009,Age 8 to 9,Asian/Asian British: Other Asian,993
2011,E09000009,Age 8 to 9,Black/African/Caribbean/Black British: African,796
2011,E09000009,Age 8 to 9,Black/African/Caribbean/Black British: Caribbean,367
2011,E09000009,Age 8 to 9,Black/African/Caribbean/Black British: Other Black,252
2011,E09000009,Age 8 to 9,Other ethnic group: Arab,417
2011,E09000009,Age 8 to 9,Other ethnic group: Any other ethnic group,293
2011,E09000009,Age 10 to 11,White: English/Welsh/Scottish/Northern Irish/British,1862
2011,E09000009,Age 10 to 11,White: Irish,139
